filename,normalized_category,normalized_subcategory,confidence,source
train_0_det129_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det12_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det136_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det138_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det111_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det13_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det139_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det134_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det141_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det147_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det149_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det148_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det150_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det145_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det151_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det146_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det143_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det154_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det155_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det142_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det144_crop.jpg,Health & Wellness,Vitamins & Supplements,1.0,gemini
train_0_det137_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det153_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det152_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det14_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det158_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det156_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det16_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det159_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det157_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det140_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det18_crop.jpg,Beverages,Tea,1.0,gemini
train_0_det17_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det15_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det1_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det34_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det20_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det19_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det25_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det31_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det2_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det21_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det22_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det28_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det26_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det30_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det23_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det24_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det27_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det36_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det33_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det35_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det29_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det32_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det38_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det39_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det37_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det43_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det42_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det3_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det41_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det40_crop.jpg,Health & Wellness,Vitamins & Supplements,1.0,gemini
train_0_det44_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det46_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det47_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det49_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det59_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det54_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det51_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det56_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det4_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det57_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det48_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det53_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det55_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det50_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det58_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det45_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det60_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det62_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det65_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det67_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det52_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det63_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det68_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det64_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det5_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det6_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det66_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det70_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det61_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det72_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det69_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det77_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det86_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det73_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det75_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det80_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det78_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det87_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det84_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det7_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det76_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det85_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det79_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det82_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det74_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det88_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det89_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det83_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det96_crop.jpg,Health & Wellness,Pain Relief,1.0,gemini
train_0_det95_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det81_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det90_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det92_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det99_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_0_det8_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det97_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det93_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det91_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det98_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det94_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_0_det9_crop.jpg,Health & Wellness,Medicine & First Aid,1.0,gemini
train_100_det112_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det0_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det109_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det108_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det115_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det101_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det103_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det102_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det104_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det107_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det105_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det100_crop.jpg,Beverages,Energy & Sports Drinks,1.0,gemini
train_100_det10_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det110_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det114_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det106_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det111_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det113_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det116_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det125_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det120_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det118_crop.jpg,Household Cleaning & Laundry,Laundry Detergent,1.0,gemini
train_100_det117_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det121_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det119_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det129_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det130_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det131_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det127_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det124_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det135_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det134_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det11_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det123_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det139_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det128_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det122_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det137_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det126_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det132_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det12_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det149_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det142_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det143_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det146_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det136_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det141_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det138_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det147_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det133_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det140_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det158_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det144_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det145_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det148_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det150_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det156_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det13_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det159_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det155_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det153_crop.jpg,Snacks & Confectionery,Candy & Chocolate,1.0,gemini
train_100_det152_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det154_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det14_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det15_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det163_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det161_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det160_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det157_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det168_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det151_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det165_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det170_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det172_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det173_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det169_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det162_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_0_det71_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det166_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det167_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det178_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det164_crop.jpg,Beverages,Energy & Sports Drinks,1.0,gemini
train_100_det16_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det174_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det177_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det179_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det181_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det175_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det171_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det185_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det17_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det184_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det180_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det183_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det189_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det191_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det186_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det182_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det187_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det188_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det192_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det176_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det193_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det199_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det196_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det195_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det18_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det197_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det190_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det198_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det205_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det19_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det194_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det208_crop.jpg,Beverages,Juice,1.0,gemini
train_100_det207_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det200_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det201_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det202_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det204_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det203_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det216_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det209_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det213_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det211_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det217_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det218_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det212_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det1_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det21_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det219_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det220_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det222_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det214_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det210_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det224_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det229_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det215_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det221_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det225_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det226_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det20_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det230_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det228_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det233_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det22_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det234_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det227_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det223_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det235_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det236_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det232_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det237_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det244_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det231_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det206_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det239_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det238_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det242_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det240_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det245_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det248_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det243_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det241_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det246_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det249_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det23_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det254_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det252_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det250_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det257_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det247_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det251_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det262_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det255_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det24_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det256_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det258_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det261_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det253_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det259_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det29_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det25_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det260_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det264_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det28_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det263_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det26_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det27_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det33_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det31_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det36_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det39_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det32_crop.jpg,Other / Unclear,Unclear / Generic Product,1.0,gemini
train_100_det40_crop.jpg,Beverages,Energy & Sports Drinks,1.0,gemini
train_100_det2_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det43_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det37_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det38_crop.jpg,Beverages,Soft Drinks,1.0,gemini
train_100_det34_crop.jpg,Beverages,Soft Drinks,1.0,gemini
